model,phenotype,test_case,tier,prompt_variant,precision,recall,f1,expected_count,actual_count
copilot:claude-sonnet-4.6,cardiac-conduction-qrs,phekb-cardiac-conduction-qrs,2,naive,,,,,
copilot:claude-sonnet-4.6,cardiac-conduction-qrs,phekb-cardiac-conduction-qrs,3,broad,,,,,
copilot:claude-sonnet-4.6,cardiac-conduction-qrs,phekb-cardiac-conduction-qrs,3,expert,0.0,0.0,0.0,0,56
copilot:claude-sonnet-4.6,cardiac-conduction-qrs,phekb-cardiac-conduction-qrs,3,naive,,,,,
copilot:claude-sonnet-4.6,cardiac-conduction-qrs,phekb-cardiac-conduction-qrs-procedure,1,broad,1.0,1.0,1.0,56,56
copilot:claude-sonnet-4.6,cardiac-conduction-qrs,phekb-cardiac-conduction-qrs-procedure,1,expert,1.0,1.0,1.0,56,56
copilot:claude-sonnet-4.6,cardiac-conduction-qrs,phekb-cardiac-conduction-qrs-procedure,1,naive,0.0,0.0,0.0,56,0
copilot:claude-sonnet-4.6,cardiac-conduction-qrs,phekb-cardiac-conduction-qrs-procedure,2,broad,1.0,1.0,1.0,56,56
copilot:claude-sonnet-4.6,cardiac-conduction-qrs,phekb-cardiac-conduction-qrs-procedure,2,expert,0.0,0.0,0.0,56,0
copilot:claude-sonnet-4.6,cardiac-conduction-qrs,phekb-cardiac-conduction-qrs-procedure,2,naive,1.0,1.0,1.0,56,56
copilot:claude-sonnet-4.6,cardiac-conduction-qrs,phekb-cardiac-conduction-qrs-procedure,3,broad,1.0,1.0,1.0,56,56
copilot:claude-sonnet-4.6,cardiac-conduction-qrs,phekb-cardiac-conduction-qrs-procedure,3,expert,1.0,1.0,1.0,56,56
copilot:claude-sonnet-4.6,cardiac-conduction-qrs,phekb-cardiac-conduction-qrs-procedure,3,naive,1.0,1.0,1.0,56,56
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness,1,broad,0.0,0.0,0.0,0,0
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness,1,expert,0.0,0.0,0.0,0,0
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness,1,naive,0.0,0.0,0.0,0,119
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness,2,broad,,,,,
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness,2,expert,0.0,0.0,0.0,0,119
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness,2,naive,,,,,
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness,3,broad,0.0,0.0,0.0,0,119
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness,3,expert,0.0,0.0,0.0,0,119
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness,3,naive,0.0,0.0,0.0,0,119
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-algorithm-emerge-mayo-network-phenotype,1,broad,0.0,0.0,0.0,0,0
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-algorithm-emerge-mayo-network-phenotype,1,expert,0.0,0.0,0.0,0,0
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-algorithm-emerge-mayo-network-phenotype,1,naive,0.0,0.0,0.0,0,0
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-algorithm-emerge-mayo-network-phenotype,2,broad,,,,,
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-algorithm-emerge-mayo-network-phenotype,2,expert,,,,,
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-algorithm-emerge-mayo-network-phenotype,2,naive,,,,,
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-algorithm-emerge-mayo-network-phenotype,3,broad,,,,,
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-algorithm-emerge-mayo-network-phenotype,3,expert,,,,,
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-algorithm-emerge-mayo-network-phenotype,3,naive,,,,,
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-procedure,1,broad,1.0,1.0,1.0,119,119
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-procedure,1,expert,1.0,1.0,1.0,119,119
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-procedure,1,naive,1.0,1.0,1.0,119,119
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-procedure,2,broad,0.0,0.0,0.0,119,0
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-procedure,2,expert,0.0,0.0,0.0,119,0
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-procedure,2,naive,1.0,1.0,1.0,119,119
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-procedure,3,broad,1.0,1.0,1.0,119,119
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-procedure,3,expert,0.0,0.0,0.0,119,0
copilot:claude-sonnet-4.6,cardiorespiratory-fitness,phekb-cardiorespiratory-fitness-procedure,3,naive,1.0,1.0,1.0,119,119
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-comprehensive,1,broad,1.0,1.0,1.0,1841,1841
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-comprehensive,1,expert,1.0,1.0,1.0,1841,1841
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-comprehensive,1,naive,1.0,0.8023,0.8903,1841,1477
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-comprehensive,2,broad,,,,,
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-comprehensive,2,expert,1.0,1.0,1.0,1841,1841
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-comprehensive,2,naive,1.0,0.8023,0.8903,1841,1477
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-comprehensive,3,broad,1.0,1.0,1.0,1841,1841
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-comprehensive,3,expert,1.0,1.0,1.0,1841,1841
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-comprehensive,3,naive,1.0,0.8023,0.8903,1841,1477
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-dx,1,broad,1.0,1.0,1.0,1477,1477
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-dx,1,expert,1.0,1.0,1.0,1477,1477
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-dx,1,naive,1.0,1.0,1.0,1477,1477
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-dx,2,broad,1.0,1.0,1.0,1477,1477
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-dx,2,expert,1.0,1.0,1.0,1477,1477
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-dx,2,naive,1.0,1.0,1.0,1477,1477
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-dx,3,broad,1.0,1.0,1.0,1477,1477
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-dx,3,expert,1.0,1.0,1.0,1477,1477
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-dx,3,naive,1.0,1.0,1.0,1477,1477
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-meds,1,broad,0.0,0.0,0.0,1672,0
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-meds,1,expert,1.0,1.0,1.0,1672,1672
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-meds,1,naive,1.0,0.6693,0.8019,1672,1119
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-meds,2,broad,1.0,1.0,1.0,1672,1672
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-meds,2,expert,1.0,1.0,1.0,1672,1672
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-meds,2,naive,1.0,0.6693,0.8019,1672,1119
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-meds,3,broad,1.0,1.0,1.0,1672,1672
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-meds,3,expert,1.0,0.3822,0.553,1672,639
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-meds,3,naive,1.0,0.6693,0.8019,1672,1119
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-procedures,1,broad,0.0,0.0,0.0,224,0
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-procedures,1,expert,1.0,1.0,1.0,224,224
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-procedures,1,naive,0.0,0.0,0.0,224,0
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-procedures,2,broad,1.0,1.0,1.0,224,224
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-procedures,2,expert,0.0,0.0,0.0,224,0
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-procedures,2,naive,1.0,1.0,1.0,224,224
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-procedures,3,broad,1.0,1.0,1.0,224,224
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-procedures,3,expert,1.0,1.0,1.0,224,224
copilot:claude-sonnet-4.6,carotid-atherosclerosis,phekb-carotid-atherosclerosis-procedures,3,naive,1.0,1.0,1.0,224,224
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts,1,broad,1.0,1.0,1.0,16,16
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts,1,expert,1.0,1.0,1.0,16,16
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts,1,naive,1.0,1.0,1.0,16,16
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts,2,broad,0.4571,1.0,0.6275,16,35
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts,2,expert,0.4571,1.0,0.6275,16,35
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts,2,naive,0.4571,1.0,0.6275,16,35
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts,3,broad,0.4571,1.0,0.6275,16,35
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts,3,expert,0.4571,1.0,0.6275,16,35
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts,3,naive,0.4571,1.0,0.6275,16,35
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-comprehensive,1,broad,1.0,0.5088,0.6744,57,29
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-comprehensive,1,expert,1.0,0.5088,0.6744,57,29
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-comprehensive,1,naive,1.0,0.5088,0.6744,57,29
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-comprehensive,2,broad,1.0,1.0,1.0,57,57
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-comprehensive,2,expert,1.0,0.7544,0.86,57,43
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-comprehensive,2,naive,1.0,0.7544,0.86,57,43
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-comprehensive,3,broad,1.0,1.0,1.0,57,57
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-comprehensive,3,expert,1.0,1.0,1.0,57,57
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-comprehensive,3,naive,1.0,0.7544,0.86,57,43
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-dx,1,broad,1.0,0.2963,0.4571,54,16
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-dx,1,expert,1.0,1.0,1.0,54,54
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-dx,1,naive,1.0,0.2963,0.4571,54,16
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-dx,2,broad,1.0,1.0,1.0,54,54
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-dx,2,expert,1.0,1.0,1.0,54,54
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-dx,2,naive,1.0,0.6481,0.7865,54,35
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-dx,3,broad,1.0,0.6481,0.7865,54,35
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-dx,3,expert,0.7941,1.0,0.8852,54,68
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-dx,3,naive,1.0,0.6481,0.7865,54,35
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-procedures,1,broad,0.0,0.0,0.0,23,0
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-procedures,1,expert,1.0,1.0,1.0,23,23
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-procedures,1,naive,0.0,0.0,0.0,23,0
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-procedures,2,broad,1.0,1.0,1.0,23,23
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-procedures,2,expert,1.0,1.0,1.0,23,23
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-procedures,2,naive,1.0,1.0,1.0,23,23
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-procedures,3,broad,1.0,1.0,1.0,23,23
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-procedures,3,expert,1.0,1.0,1.0,23,23
copilot:claude-sonnet-4.6,cataracts,phekb-cataracts-procedures,3,naive,1.0,1.0,1.0,23,23
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-comprehensive,1,broad,1.0,1.0,1.0,473,473
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-comprehensive,1,expert,1.0,1.0,1.0,473,473
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-comprehensive,1,naive,1.0,0.9598,0.9795,473,454
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-comprehensive,2,broad,1.0,1.0,1.0,473,473
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-comprehensive,2,expert,1.0,1.0,1.0,473,473
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-comprehensive,2,naive,1.0,0.9598,0.9795,473,454
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-comprehensive,3,broad,1.0,1.0,1.0,473,473
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-comprehensive,3,expert,1.0,1.0,1.0,473,473
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-comprehensive,3,naive,1.0,0.9598,0.9795,473,454
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-dx,1,broad,1.0,1.0,1.0,454,454
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-dx,1,expert,1.0,1.0,1.0,454,454
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-dx,1,naive,1.0,1.0,1.0,454,454
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-dx,2,broad,1.0,1.0,1.0,454,454
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-dx,2,expert,1.0,1.0,1.0,454,454
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-dx,2,naive,1.0,1.0,1.0,454,454
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-dx,3,broad,1.0,1.0,1.0,454,454
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-dx,3,expert,1.0,1.0,1.0,454,454
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-dx,3,naive,1.0,1.0,1.0,454,454
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-procedures,1,broad,0.0,0.0,0.0,78,0
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-procedures,1,expert,1.0,1.0,1.0,78,78
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-procedures,1,naive,1.0,1.0,1.0,78,78
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-procedures,2,broad,,,,,
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-procedures,2,expert,1.0,1.0,1.0,78,78
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-procedures,2,naive,1.0,1.0,1.0,78,78
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-procedures,3,broad,,,,,
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-procedures,3,expert,1.0,1.0,1.0,78,78
copilot:claude-sonnet-4.6,cervical-cancer,phekb-cervical-cancer-procedures,3,naive,1.0,1.0,1.0,78,78
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis,1,broad,0.0,0.0,0.0,660,0
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis,1,expert,0.0,0.0,0.0,660,0
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis,1,naive,0.0,0.0,0.0,660,0
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis,2,broad,0.5641,1.0,0.7213,660,1170
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis,2,expert,0.0,0.0,0.0,660,0
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis,2,naive,1.0,1.0,1.0,660,660
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis,3,broad,1.0,1.0,1.0,660,660
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis,3,expert,1.0,1.0,1.0,660,660
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis,3,naive,0.0,0.0,0.0,660,0
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-comprehensive,1,broad,1.0,0.8955,0.9449,737,660
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-comprehensive,1,expert,1.0,1.0,1.0,737,737
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-comprehensive,1,naive,1.0,0.8955,0.9449,737,660
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-comprehensive,2,broad,1.0,1.0,1.0,737,737
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-comprehensive,2,expert,1.0,1.0,1.0,737,737
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-comprehensive,2,naive,1.0,0.8955,0.9449,737,660
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-comprehensive,3,broad,1.0,1.0,1.0,737,737
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-comprehensive,3,expert,1.0,1.0,1.0,737,737
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-comprehensive,3,naive,1.0,0.8955,0.9449,737,660
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-dx,1,broad,1.0,1.0,1.0,660,660
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-dx,1,expert,1.0,1.0,1.0,660,660
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-dx,1,naive,0.0,0.0,0.0,660,0
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-dx,2,broad,1.0,1.0,1.0,660,660
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-dx,2,expert,1.0,1.0,1.0,660,660
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-dx,2,naive,1.0,1.0,1.0,660,660
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-dx,3,broad,1.0,1.0,1.0,660,660
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-dx,3,expert,1.0,1.0,1.0,660,660
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-dx,3,naive,1.0,1.0,1.0,660,660
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-meds,1,broad,0.0,0.0,0.0,522,0
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-meds,1,expert,1.0,1.0,1.0,522,522
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-meds,1,naive,0.6742,0.8525,0.753,522,660
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-meds,2,broad,0.0,0.0,0.0,522,0
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-meds,2,expert,0.0,0.0,0.0,522,0
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-meds,2,naive,1.0,1.0,1.0,522,522
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-meds,3,broad,1.0,1.0,1.0,522,522
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-meds,3,expert,1.0,1.0,1.0,522,522
copilot:claude-sonnet-4.6,chronic-rhinosinusitis,phekb-chronic-rhinosinusitis-meds,3,naive,,,,,
copilot:claude-sonnet-4.6,ckd,phekb-ckd-albuminuria,1,broad,1.0,1.0,1.0,98,98
copilot:claude-sonnet-4.6,ckd,phekb-ckd-albuminuria,1,expert,1.0,1.0,1.0,98,98
copilot:claude-sonnet-4.6,ckd,phekb-ckd-albuminuria,1,naive,0.0,0.0,0.0,98,0
copilot:claude-sonnet-4.6,ckd,phekb-ckd-albuminuria,2,broad,1.0,1.0,1.0,98,98
copilot:claude-sonnet-4.6,ckd,phekb-ckd-albuminuria,2,expert,1.0,1.0,1.0,98,98
copilot:claude-sonnet-4.6,ckd,phekb-ckd-albuminuria,2,naive,0.0,0.0,0.0,98,0
copilot:claude-sonnet-4.6,ckd,phekb-ckd-albuminuria,3,broad,1.0,1.0,1.0,98,98
copilot:claude-sonnet-4.6,ckd,phekb-ckd-albuminuria,3,expert,1.0,1.0,1.0,98,98
copilot:claude-sonnet-4.6,ckd,phekb-ckd-albuminuria,3,naive,0.0,0.0,0.0,98,0
copilot:claude-sonnet-4.6,ckd,phekb-ckd-comprehensive,1,broad,1.0,0.9968,0.9984,316,315
copilot:claude-sonnet-4.6,ckd,phekb-ckd-comprehensive,1,expert,1.0,1.0,1.0,316,316
copilot:claude-sonnet-4.6,ckd,phekb-ckd-comprehensive,1,naive,1.0,1.0,1.0,316,316
copilot:claude-sonnet-4.6,ckd,phekb-ckd-comprehensive,2,broad,1.0,1.0,1.0,316,316
copilot:claude-sonnet-4.6,ckd,phekb-ckd-comprehensive,2,expert,1.0,1.0,1.0,316,316
copilot:claude-sonnet-4.6,ckd,phekb-ckd-comprehensive,2,naive,1.0,1.0,1.0,316,316
copilot:claude-sonnet-4.6,ckd,phekb-ckd-comprehensive,3,broad,1.0,1.0,1.0,316,316
copilot:claude-sonnet-4.6,ckd,phekb-ckd-comprehensive,3,expert,1.0,1.0,1.0,316,316
copilot:claude-sonnet-4.6,ckd,phekb-ckd-comprehensive,3,naive,1.0,1.0,1.0,316,316
copilot:claude-sonnet-4.6,ckd,phekb-ckd-dx,1,broad,1.0,0.5616,0.7193,146,82
copilot:claude-sonnet-4.6,ckd,phekb-ckd-dx,1,expert,1.0,1.0,1.0,146,146
copilot:claude-sonnet-4.6,ckd,phekb-ckd-dx,1,naive,1.0,0.2603,0.413,146,38
copilot:claude-sonnet-4.6,ckd,phekb-ckd-dx,2,broad,1.0,1.0,1.0,146,146
copilot:claude-sonnet-4.6,ckd,phekb-ckd-dx,2,expert,1.0,1.0,1.0,146,146
copilot:claude-sonnet-4.6,ckd,phekb-ckd-dx,2,naive,1.0,1.0,1.0,146,146
copilot:claude-sonnet-4.6,ckd,phekb-ckd-dx,3,broad,1.0,1.0,1.0,146,146
copilot:claude-sonnet-4.6,ckd,phekb-ckd-dx,3,expert,1.0,1.0,1.0,146,146
copilot:claude-sonnet-4.6,ckd,phekb-ckd-dx,3,naive,1.0,1.0,1.0,146,146
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs,1,broad,0.0,0.0,0.0,259,0
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs,1,expert,1.0,1.0,1.0,259,259
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs,1,naive,1.0,1.0,1.0,259,259
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs,2,broad,1.0,1.0,1.0,259,259
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs,2,expert,1.0,1.0,1.0,259,259
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs,2,naive,1.0,1.0,1.0,259,259
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs,3,broad,1.0,1.0,1.0,259,259
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs,3,expert,1.0,1.0,1.0,259,259
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs,3,naive,1.0,1.0,1.0,259,259
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs-only,1,broad,1.0,1.0,1.0,259,259
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs-only,1,expert,1.0,1.0,1.0,259,259
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs-only,1,naive,1.0,1.0,1.0,259,259
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs-only,2,broad,1.0,1.0,1.0,259,259
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs-only,2,expert,1.0,1.0,1.0,259,259
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs-only,2,naive,1.0,1.0,1.0,259,259
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs-only,3,broad,1.0,1.0,1.0,259,259
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs-only,3,expert,1.0,1.0,1.0,259,259
copilot:claude-sonnet-4.6,ckd,phekb-ckd-labs-only,3,naive,1.0,1.0,1.0,259,259
